,Id,library,also_in,Name,SMILES,raw_SMILES,inchikey,N_heavy_atoms,Murcko,Murcko_name
2036,Z740611826,Euopen,,"N-[1-(2,4-dimethyl-1,3-thiazol-5-yl)ethyl]pyridine-3-carboxamide",CC(c1c(C)nc(C)s1)NC(c1cnccc1)=O,CC(c1c(C)nc(C)s1)NC(c1cnccc1)=O,MUKMFRDSBDRKPO-UHFFFAOYSA-N,18,O=C(NCc1cncs1)c1cccnc1,
2037,Z460798392,Euopen,,4-(1-tert-butyl-5-methylpyrazole-3-carbonyl)piperazin-2-one,CC(C)(C)n(c(C)c1)nc1C(N(CCN1)CC1=O)=O,CC(C)(C)n(c(C)c1)nc1C(N(CCN1)CC1=O)=O,DARZDFSWESIUCN-UHFFFAOYSA-N,19,O=C1CN(C(=O)c2cc[nH]n2)CCN1,
2038,Z1623142270,Euopen,,"3-(4-fluorophenyl)-1-methyl-1-[(5-methyl-1,2,4-oxadiazol-3-yl)methyl]urea",Cc1nc(CN(C)C(Nc(cc2)ccc2F)=O)no1,Cc1nc(CN(C)C(Nc(cc2)ccc2F)=O)no1,FKJQLKYSGIKZLA-UHFFFAOYSA-N,19,O=C(NCc1ncon1)Nc1ccccc1,
2039,PB1849136999,Euopen,,1-[(1R)-1-(3-chlorophenyl)ethyl]-3-(1-methylpyrazol-4-yl)urea,C[C@H](c1cccc(Cl)c1)NC(Nc1cn(C)nc1)=O,C[C@H](c1cccc(Cl)c1)NC(Nc1cn(C)nc1)=O,DDLXSZBLVRKSFB-SECBINFHSA-N,19,O=C(NCc1ccccc1)Nc1cn[nH]c1,1-(phenylmethyl)-3-(1H-pyrazol-4-yl)urea
2040,Z228006668,Euopen,,"N-(2-methylbutan-2-yl)-2-oxo-3,4-dihydro-1H-quinoline-4-carboxamide",CCC(C)(C)NC(C(C1)c(cccc2)c2NC1=O)=O,CCC(C)(C)NC(C(C1)c(cccc2)c2NC1=O)=O,MMLIXYAXBALZGC-UHFFFAOYSA-N,19,O=C1CCc2ccccc2N1,"3,4-dihydro-1H-quinolin-2-one"
2041,Z46163694,Euopen,,"2-(2,6-dimethylmorpholin-4-yl)-N-(2-methylphenyl)acetamide",CC1OC(C)CN(CC(Nc2c(C)cccc2)=O)C1,CC1OC(C)CN(CC(Nc2c(C)cccc2)=O)C1,BRLGSWMNIRTBGA-UHFFFAOYSA-N,19,O=C(CN1CCOCC1)Nc1ccccc1,2-morpholin-4-yl-N-phenylacetamide
2042,Z988361798,Euopen,,"1,1-diethyl-3-(2,3,4,5-tetrahydro-1-benzoxepin-5-yl)urea",CCN(CC)C(NC1c(cccc2)c2OCCC1)=O,CCN(CC)C(NC1c(cccc2)c2OCCC1)=O,ZOBGUXFELJLJLH-UHFFFAOYSA-N,19,c1ccc2c(c1)CCCCO2,"2,3,4,5-tetrahydro-1-benzoxepine"
2043,Z1491343714,Euopen,,1-[1-(4-fluoro-3-methylphenyl)sulfonylpyrrolidin-2-yl]-N-methylmethanamine,Cc(cc(cc1)S(N2C(CNC)CCC2)(=O)=O)c1F,Cc(cc(cc1)S(N2C(CNC)CCC2)(=O)=O)c1F,RGZFXHLDDQLXCB-UHFFFAOYSA-N,19,O=S(=O)(c1ccccc1)N1CCCC1,1-phenylsulfonylpyrrolidine
2044,Z26778443,Euopen,,3-cyano-N-[(4-fluorophenyl)methyl]benzamide,N#Cc1cccc(C(NCc(cc2)ccc2F)=O)c1,N#Cc1cccc(C(NCc(cc2)ccc2F)=O)c1,DXYFWJCMLNMASY-UHFFFAOYSA-N,19,O=C(NCc1ccccc1)c1ccccc1,N-(phenylmethyl)benzamide
2045,Z667111730,Euopen,,2-hydroxy-N-[(2-hydroxyphenyl)methyl]-N-methylpyridine-3-carboxamide,CN(Cc(cccc1)c1O)C(c(cccn1)c1O)=O,CN(Cc(cccc1)c1O)C(c(cccn1)c1O)=O,QGQVKVWOFXTKEP-UHFFFAOYSA-N,19,O=C(NCc1ccccc1)c1cccnc1,N-(phenylmethyl)pyridine-3-carboxamide
2046,STK462450,Euopen,,N-(3-acetamidophenyl)-5-methylfuran-2-carboxamide,CC(Nc1cccc(NC(c2ccc(C)o2)=O)c1)=O,CC(Nc1cccc(NC(c2ccc(C)o2)=O)c1)=O,OIHPGQFZMVYNCE-UHFFFAOYSA-N,19,O=C(Nc1ccccc1)c1ccco1,N-phenylfuran-2-carboxamide
2047,Z208356564,Euopen,,4-methoxy-N-(2-methoxyphenyl)piperidine-1-carboxamide,COC(CC1)CCN1C(Nc(cccc1)c1OC)=O,COC(CC1)CCN1C(Nc(cccc1)c1OC)=O,BXTUXUBOIFNBDR-UHFFFAOYSA-N,19,O=C(Nc1ccccc1)N1CCCCC1,N-phenylpiperidine-1-carboxamide
2048,Z211773760,Euopen,,"1-(1,1-dioxothiolan-3-yl)-3-[(4-fluorophenyl)methyl]urea",O=C(NCc(cc1)ccc1F)NC(CC1)CS1(=O)=O,O=C(NCc(cc1)ccc1F)NC(CC1)CS1(=O)=O,RDLTVYRIUDDJQP-UHFFFAOYSA-N,19,O=C(NCc1ccccc1)NC1CCS(=O)(=O)C1,"1-(1,1-dioxothiolan-3-yl)-3-(phenylmethyl)urea"
2049,STL284304,Euopen,,"1-acetyl-N-propan-2-yl-2,3-dihydroindole-5-sulfonamide",CC(C)NS(c(cc1)cc(CC2)c1N2C(C)=O)(=O)=O,CC(C)NS(c(cc1)cc(CC2)c1N2C(C)=O)(=O)=O,ZTEIBXFUOWPGED-UHFFFAOYSA-N,19,c1ccc2c(c1)CCN2,"2,3-Dihydro-1H-indole"
2050,PB89397814,Euopen,,"N-butan-2-yl-2-oxo-3,4-dihydro-1H-quinoline-6-sulfonamide",CCC(C)NS(c(cc1)cc(CC2)c1NC2=O)(=O)=O,CCC(C)NS(c(cc1)cc(CC2)c1NC2=O)(=O)=O,HSKCMYBTNOORQB-UHFFFAOYSA-N,19,O=C1CCc2ccccc2N1,"3,4-dihydro-1H-quinolin-2-one"
2051,Z816107396,Euopen,,4-(3-fluorophenyl)-N-propan-2-yloxane-4-carboxamide,CC(C)NC(C1(CCOCC1)c1cccc(F)c1)=O,CC(C)NC(C1(CCOCC1)c1cccc(F)c1)=O,TXJVSBOVIXQCBQ-UHFFFAOYSA-N,19,c1ccc(C2CCOCC2)cc1,4-phenyloxane
2052,Z256917238,Euopen,,"N-(1,1-dioxo-3,4-dihydro-2H-thiochromen-4-yl)-2,2-dimethylpropanamide",CC(C)(C)C(NC(CC1)c(cccc2)c2S1(=O)=O)=O,CC(C)(C)C(NC(CC1)c(cccc2)c2S1(=O)=O)=O,YVFOCDPYDUFKON-UHFFFAOYSA-N,19,O=S1(=O)CCCc2ccccc21,"3,4-dihydro-2H-thiochromene 1,1-dioxide"
2053,Z1736604484,Euopen,,1-(4-hydroxyphenyl)-3-(1-methyl-2-oxopyridin-3-yl)urea,CN(C=CC=C1NC(Nc(cc2)ccc2O)=O)C1=O,CN(C=CC=C1NC(Nc(cc2)ccc2O)=O)C1=O,TUMOVIXPHAGOMU-UHFFFAOYSA-N,19,O=C(Nc1ccccc1)Nc1ccc[nH]c1=O,
2054,Z45612755,Euopen,,"N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)methanesulfonamide",CC(N(C)N(C1=O)c2ccccc2)=C1NS(C)(=O)=O,CC(N(C)N(C1=O)c2ccccc2)=C1NS(C)(=O)=O,BDOBGHXBYQIIGP-UHFFFAOYSA-N,19,O=c1cc[nH]n1-c1ccccc1,2-phenyl-1H-pyrazol-3-one
2055,Z319547610,Euopen,,4-(azepan-1-ylsulfonyl)-1-methylpyrrole-2-carboxamide,Cn1c(C(N)=O)cc(S(N2CCCCCC2)(=O)=O)c1,Cn1c(C(N)=O)cc(S(N2CCCCCC2)(=O)=O)c1,DEADVHMSYPNWNW-UHFFFAOYSA-N,19,O=S(=O)(c1cc[nH]c1)N1CCCCCC1,
2056,Z27781727,Euopen,,"7a-methyl-5-oxo-N-phenyl-2,3,6,7-tetrahydropyrrolo[2,1-b][1,3]thiazole-3-carboxamide",CC1(CC2)SCC(C(Nc3ccccc3)=O)N1C2=O,CC1(CC2)SCC(C(Nc3ccccc3)=O)N1C2=O,LZTVVDBCSKCKKO-UHFFFAOYSA-N,19,O=C(Nc1ccccc1)C1CSC2CCC(=O)N21,
2057,Z2696922041,Euopen,,"3-(3,5-dimethyl-1-phenylpyrazol-4-yl)morpholine",Cc1c(C2NCCOC2)c(C)nn1-c1ccccc1,Cc1c(C2NCCOC2)c(C)nn1-c1ccccc1,YTUUKFHAOKXEGD-UHFFFAOYSA-N,19,c1ccc(-n2cc(C3COCCN3)cn2)cc1,
2058,Z394177006,Euopen,,"2-oxo-N-(oxolan-3-ylmethyl)-3,4-dihydro-1H-quinoline-4-carboxamide",O=C(C(C1)c(cccc2)c2NC1=O)NCC1COCC1,O=C(C(C1)c(cccc2)c2NC1=O)NCC1COCC1,MDUWKGGVEPBIOE-UHFFFAOYSA-N,20,O=C1CC(C(=O)NCC2CCOC2)c2ccccc2N1,
2059,Z29648940,Euopen,,1-acetyl-N-(2-ethylphenyl)piperidine-4-carboxamide,CCc(cccc1)c1NC(C(CC1)CCN1C(C)=O)=O,CCc(cccc1)c1NC(C(CC1)CCN1C(C)=O)=O,SQWSSSDQFJSUMD-UHFFFAOYSA-N,20,O=C(Nc1ccccc1)C1CCNCC1,N-phenylpiperidine-4-carboxamide
2060,AK-968/12685061,Euopen,,"N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-3-methylbutanamide",CC(C)CC(NC(C1=O)=C(C)N(C)N1c1ccccc1)=O,CC(C)CC(NC(C1=O)=C(C)N(C)N1c1ccccc1)=O,WBRXDBQUBLYLAD-UHFFFAOYSA-N,21,O=c1cc[nH]n1-c1ccccc1,2-phenyl-1H-pyrazol-3-one
2061,STK224352,Euopen,,"N-benzyl-2-methyl-1,3-dioxoisoindole-5-carboxamide",CN(C(c(cc1)c2cc1C(NCc1ccccc1)=O)=O)C2=O,CN(C(c(cc1)c2cc1C(NCc1ccccc1)=O)=O)C2=O,JLNUMYXVEPUYNJ-UHFFFAOYSA-N,22,O=C(NCc1ccccc1)c1ccc2c(c1)C(=O)NC2=O,
2062,LDS-033980,Leed3D,,"6-prop-2-enyl-1,4-diazabicyclo[4.2.0]octan-5-one",C=CCC12CCN1CCNC2=O,C=CCC12CCN1CCNC2=O,VCNHZABMRIABJJ-UHFFFAOYSA-N,12,O=C1NCCN2CCC12,"1,4-diazabicyclo[4.2.0]octan-5-one"
2063,LDS-033981 ,Leed3D,,"methyl8-methylidene-3-azatricyclo[7.4.0.03,6]trideca-1(13),9,11-triene-6-carboxylate",COC(=O)C12CC(=C)c3ccccc3CN1CC2,COC(=O)C12CC(=C)c3ccccc3CN1CC2,GIKQMNNENDTDAQ-UHFFFAOYSA-N,18,C=C1CC2CCN2Cc2ccccc21,
2064,LDS-033962,Leed3D,,"methyl6-benzyl-2,5-dihydro-1H-pyridine-6-carboxylate",COC(=O)C1(Cc2ccccc2)CC=CCN1,COC(=O)C1(Cc2ccccc2)CC=CCN1,BYARHMFKPPXELZ-UHFFFAOYSA-N,17,C1=CCC(Cc2ccccc2)NC1,
2065,LDS-033966 ,Leed3D,,"methyl(4R,6R)-6-(azidomethyl)-2-oxo-4-prop-2-enyl-1,3-oxazinane-4-carboxylate",COC(=O)[C@@]1(CC=C)C[C@H](CN=[N+]=[N-])OC(=O)N1,COC(=O)[C@@]1(CC=C)C[C@H](CN=[N+]=[N-])OC(=O)N1,NUJSQPLDFRJERG-GMSGAONNSA-N,18,O=C1NCCCO1,"1,3-oxazinan-2-one"
2066,LDS-033977,Leed3D,,"methyl(4R,6R)-4-(azidomethyl)-2-oxo-3-oxa-1-azabicyclo[4.2.0]octane-6-carboxylate",COC(=O)[C@@]12C[C@H](CN=[N+]=[N-])OC(=O)N1CC2,COC(=O)[C@@]12C[C@H](CN=[N+]=[N-])OC(=O)N1CC2,YDRLGNATVYBBJA-HZGVNTEJSA-N,17,O=C1OCCC2CCN12,3-oxa-1-azabicyclo[4.2.0]octan-2-one
2067,LDS-033968,Leed3D,,"7a-prop-2-enyl-6,7-dihydro-5H-pyrrolo[1,2-c]imidazole-1,3-dione",C=CCC12CCCN1C(=O)NC2=O,C=CCC12CCCN1C(=O)NC2=O,NUKTWCOXIHSSSK-UHFFFAOYSA-N,13,O=C1NC(=O)N2CCCC12,"5,6,7,7a-tetrahydropyrrolo[2,1-e]imidazole-1,3-dione"
2068,LDS-033970,Leed3D,,"8a-prop-2-enyl-2,3,4,6,7,8-hexahydropyrrolo[1,2-a]pyrazin-1-one",C=CCC12CCCN1CCNC2=O,C=CCC12CCCN1CCNC2=O,IKZIZCPOUKXEEQ-UHFFFAOYSA-N,13,O=C1NCCN2CCCC12,"3,4,6,7,8,8a-hexahydro-2H-pyrrolo[2,1-c]pyrazin-1-one"
2069,LDS-033967,Leed3D,,"methyl(3R,4aR)-3-(azidomethyl)-1-oxo-4,5,6,7-tetrahydro-3H-pyrrolo[1,2-c][1,3]oxazine-4a-carboxylate",COC(=O)[C@@]12C[C@H](CN=[N+]=[N-])OC(=O)N1CCC2,COC(=O)[C@@]12C[C@H](CN=[N+]=[N-])OC(=O)N1CCC2,OBZLJBHBLCQKEC-GMSGAONNSA-N,18,O=C1OCCC2CCCN12,"3,4,4a,5,6,7-hexahydropyrrolo[1,2-c][1,3]oxazin-1-one"
2070,LDS-033969,Leed3D,,"methyl2,3,5,8-tetrahydro-1H-indolizine-8a-carboxylate",COC(=O)C12CC=CCN1CCC2,COC(=O)C12CC=CCN1CCC2,KUDJTZGRENUJBZ-UHFFFAOYSA-N,13,C1=CCN2CCCC2C1,"1,2,3,5,8,8a-hexahydroindolizine"
2071,LDS-034011,Leed3D,,"(4aS)-2,3,4,4a,7,8-hexahydropyrido[1,2-c]pyrimidin-1-one",O=C1NCC[C@H]2C=CCCN12,O=C1NCC[C@H]2C=CCCN12,RQKWWYGWSIBJPP-SSDOTTSWSA-N,11,O=C1NCC[C@H]2C=CCCN12,
2072,LDS-034013,Leed3D,,"tert-butyl(8aR)-4-oxo-1,3,6,8a-tetrahydropyrrolo[1,2-a]pyrazine-2-carboxylate",CC(C)(C)OC(=O)N1C[C@H]2C=CCN2C(=O)C1,CC(C)(C)OC(=O)N1C[C@H]2C=CCN2C(=O)C1,DKWIEQWFGIUFAS-SECBINFHSA-N,17,O=C1CNC[C@H]2C=CCN12,
2073,LDS-034005,Leed3D,,"tert-butyl(9aS)-5-oxo-2,4,7,9a-tetrahydro-1H-pyrrolo[1,2-d][1,4]diazepine-3-carboxylate",CC(C)(C)OC(=O)N1CC(=O)N2CC=C[C@@H]2CC1,CC(C)(C)OC(=O)N1CC(=O)N2CC=C[C@@H]2CC1,JYGNCLPLOPGODS-SNVBAGLBSA-N,18,O=C1CNCC[C@H]2C=CCN12,
2074,LDS-033989,Leed3D,,tert-butylN-[(2S)-2-(3-oxomorpholin-4-yl)but-3-enyl]carbamate,CC(C)(C)OC(=O)NC[C@H](C=C)N1CCOCC1=O,CC(C)(C)OC(=O)NC[C@H](C=C)N1CCOCC1=O,GSIBGYONZUAPHA-JTQLQIEISA-N,19,O=C1COCCN1,Morpholin-3-one
2075,LDS-034014,Leed3D,,"tert-butylN-[(2S)-2-(2-oxo-1,3-oxazolidin-3-yl)but-3-enyl]carbamate",CC(C)(C)OC(=O)NC[C@H](C=C)N1CCOC1=O,CC(C)(C)OC(=O)NC[C@H](C=C)N1CCOC1=O,XBDDOVVXGAXIHK-VIFPVBQESA-N,18,O=C1NCCO1,"1,3-Oxazolidin-2-one"
2076,LDS-034263,Leed3D,,"(1S,9S,11S)-15-oxa-4,7,13-triazatetracyclo[7.5.1.01,11.03,8]pentadeca-3,5,7-triene",C1c2[n]cc[n]c2[C@@H]2C[C@H]3CNC[C@@]31O2,C1c2[n]cc[n]c2[C@@H]2C[C@H]3CNC[C@@]31O2,UDLZGMQKWIIBKH-OVYXKVPISA-N,15,c1cnc2c(n1)C[C@@]13CNC[C@@H]1C[C@@H]2O3,
2077,LDS-034183,Leed3D,,"(1S,2R,8S,10S)-2-hydroxy-4,14-dimethyl-6-oxa-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3(7),4-diene-12-carbaldehyde",CN1[C@H]2C[C@H]3CN(C[C@@]13[C@H](O)c1c2o[n]c1C)C=O,CN1[C@H]2C[C@H]3CN(C[C@@]13[C@H](O)c1c2o[n]c1C)C=O,VERHEWMBHYVSBU-RBJBARPLSA-N,19,c1noc2c1C[C@@]13CNC[C@@H]1C[C@@H]2N3,
2078,LDS-034261,Leed3D,,"(1S,3S,7S,8S,10S)-7-methyl-6,14-dioxa-4,12-diazatetracyclo[6.5.1.01,10.03,7]tetradecan-5-one",C[C@]12OC(=O)N[C@H]1C[C@@]13CNC[C@@H]1C[C@@H]2O3,C[C@]12OC(=O)N[C@H]1C[C@@]13CNC[C@@H]1C[C@@H]2O3,NPDDSHAFDVWKQM-MVBDTIADSA-N,16,O=C1N[C@H]2C[C@@]34CNC[C@@H]3C[C@H](O4)C2O1,"6,14-dioxa-4,11-diazatetracyclo[6.5.1.0^1,9.0^3,7]tetradecan-5-one"
2079,LDS-034188,Leed3D,,"ethyl(2S,3R)-2-fluoro-3-hydroxy-3-(5-methyl-1,2-oxazol-3-yl)propanoate",Cc1cc([n]o1)[C@@H](O)[C@H](F)C(=O)OCC,Cc1cc([n]o1)[C@@H](O)[C@H](F)C(=O)OCC,IXCNLWFKOZONMP-JGVFFNPUSA-N,15,c1cnoc1,"1,2-oxazole"
2080,LDS-034184,Leed3D,,"(1S,3R,8R,9S,11S)-15-oxa-4,7,13-triazatetracyclo[7.5.1.01,11.03,8]pentadecane",C1NC[C@]23C[C@H]4NCCN[C@H]4[C@H](C[C@H]21)O3,C1NC[C@]23C[C@H]4NCCN[C@H]4[C@H](C[C@H]21)O3,QVCZNYHXULIGCA-OGBGREFGSA-N,15,C1CN[C@@H]2C[C@@]34CNC[C@@H]3C[C@H](O4)[C@@H]2N1,
2081,LDS-034189,Leed3D,,"ethyl(2S,3R)-3-(5-chloro-2-hydroxyphenyl)-2-fluoro-3-hydroxypropanoate",CCOC(=O)[C@@H](F)[C@H](O)c1cc(Cl)ccc1O,CCOC(=O)[C@@H](F)[C@H](O)c1cc(Cl)ccc1O,ZMOOQOZFTRDTRP-VHSXEESVSA-N,17,c1ccccc1,benzene
2082,LDS-034269,Leed3D,,"(1S,8S,10S)-12-ethyl-14-oxa-4,6,12-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3(7),5-diene",CCN1C[C@@H]2C[C@@H]3O[C@]2(Cc2[nH]c[n]c23)C1,CCN1C[C@@H]2C[C@@H]3O[C@]2(Cc2[nH]c[n]c23)C1,QLAZSIXVRWTDHQ-PTOFAABTSA-N,16,c1nc2c([nH]1)C[C@@]13CNC[C@@H]1C[C@@H]2O3,"14-oxa-3,5,11-triazatetracyclotetradeca-2(6),3-diene"
2083,LDS-034262,Leed3D,,"(1S,3S,8S,9S,11S)-15-oxa-4,7,13-triazatetracyclo[7.5.1.01,11.03,8]pentadecane",C1NC[C@]23C[C@@H]4NCCN[C@@H]4[C@H](C[C@H]21)O3,C1NC[C@]23C[C@@H]4NCCN[C@@H]4[C@H](C[C@H]21)O3,QVCZNYHXULIGCA-AJBSGBCOSA-N,15,C1CN[C@H]2C[C@@]34CNC[C@@H]3C[C@H](O4)[C@H]2N1,
2084,LDS-034255,Leed3D,,"(1S,8S,10R)-14-oxa-4,6,12-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3(7),5-diene",C1c2[nH]c[n]c2[C@@H]2C[C@H]3CNC[C@@]31O2,C1c2[nH]c[n]c2[C@@H]2C[C@H]3CNC[C@@]31O2,QXRAXHBZBHRMFB-KADJCCMJSA-N,14,c1nc2c([nH]1)C[C@@]13CNC[C@@H]1C[C@@H]2O3,"14-oxa-3,5,11-triazatetracyclotetradeca-2(6),3-diene"
2085,LDS-034182,Leed3D,,"(1S,4S,12S,14S)-11,16-diazapentacyclo[9.6.0.01,14.04,12.05,10]heptadeca-5,7,9-trien-2-one",O=C1C[C@@H]2[C@@H]3C[C@H]4CNC[C@]14N3Cc1ccccc12,O=C1C[C@@H]2[C@@H]3C[C@H]4CNC[C@]14N3Cc1ccccc12,JTERCRHEKKZOFH-ATVPRXPUSA-N,19,O=C1C[C@H]2c3ccccc3CN3[C@H]2C[C@H]2CNC[C@]123,
2086,LDS-034244,Leed3D,,"(1S,5S,7S,9E)-9-(1-aminoethylidene)-3,11-diazatricyclo[5.3.1.01,5]undecane-8,10-dione",C/C(/N)=C1/C(=O)[C@@H]2C[C@H]3CNC[C@]3(N2)C/1=O,C/C(/N)=C1/C(=O)[C@@H]2C[C@H]3CNC[C@]3(N2)C/1=O,GGWJJNMJBRZBLU-FVVUMYDPSA-N,16,C=C1C(=O)[C@@H]2C[C@H]3CNC[C@]3(N2)C1=O,
2087,LDS-034245,Leed3D,,"(1S,8S,10S)-12-ethyl-14-methyl-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3,6-dien-2-one",CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)CC,CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)CC,SEWGHXXHZORQEZ-DUFXMDAXSA-N,18,O=C1c2c[nH]cc2[C@@H]2C[C@H]3CNC[C@]13N2,"5,12,14-triazatetracyclo[6.5.1.0^1,10.0^3,7]tetradeca-3,6-dien-2-one"
2088,LDS-034246,Leed3D,,"(1S,8S,10R)-14-methyl-2-oxo-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3,6-diene-12-carboxamide",CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)C(N)=O,CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)C(N)=O,VMPAUFBGWQAKIH-LCWDIZFYSA-N,19,O=C1c2c[nH]cc2[C@@H]2C[C@H]3CNC[C@]13N2,"5,12,14-triazatetracyclo[6.5.1.0^1,10.0^3,7]tetradeca-3,6-dien-2-one"
2089,LDS-034247,Leed3D,,"(1S,8S,10R)-14-methyl-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3,6-dien-2-one",CN1[C@H]2C[C@H]3CNC[C@@]13C(=O)c1c[nH]cc12,CN1[C@H]2C[C@H]3CNC[C@@]13C(=O)c1c[nH]cc12,HMDKQFXEIDGTAY-VIRWGQHYSA-N,16,O=C1c2c[nH]cc2[C@@H]2C[C@H]3CNC[C@]13N2,"5,12,14-triazatetracyclo[6.5.1.0^1,10.0^3,7]tetradeca-3,6-dien-2-one"
2090,LDS-034248,Leed3D,,"(1S,2R,8S,10S)-4,14-dimethyl-6-oxa-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3(7),4-dien-2-ol",Cc1[n]oc2[C@@H]3C[C@H]4CNC[C@@]4([C@H](O)c12)N3C,Cc1[n]oc2[C@@H]3C[C@H]4CNC[C@@]4([C@H](O)c12)N3C,ORUIQGBPSJFGIC-LDDIKCJXSA-N,17,c1noc2c1C[C@@]13CNC[C@@H]1C[C@@H]2N3,
2091,LDS-034249,Leed3D,,"(1S,8S,10R)-14-methyl-2-oxo-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3,6-diene-12-carbaldehyde",CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)C=O,CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)C=O,HQZKECRFEYSMAO-LJUAHTATSA-N,18,O=C1c2c[nH]cc2[C@@H]2C[C@H]3CNC[C@]13N2,"5,12,14-triazatetracyclo[6.5.1.0^1,10.0^3,7]tetradeca-3,6-dien-2-one"
2092,LDS-034250,Leed3D,,"(1S,8S,10S)-12-acetyl-14-methyl-5,12,14-triazatetracyclo[6.5.1.01,10.03,7]tetradeca-3,6-dien-2-one",CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)C(C)=O,CN1[C@H]2C[C@H]3CN(C[C@@]13C(=O)c1c[nH]cc12)C(C)=O,CPZLROCUKBXZER-DUFXMDAXSA-N,19,O=C1c2c[nH]cc2[C@@H]2C[C@H]3CNC[C@]13N2,"5,12,14-triazatetracyclo[6.5.1.0^1,10.0^3,7]tetradeca-3,6-dien-2-one"
2093,LDS-034251,Leed3D,,"(1R,5S,7S,8S,10S)-8-phenyl-3,11-diazatricyclo[5.3.1.01,5]undecan-10-ol",O[C@H]1C[C@H]([C@@H]2C[C@H]3CNC[C@@]31N2)c1ccccc1,O[C@H]1C[C@H]([C@@H]2C[C@H]3CNC[C@@]31N2)c1ccccc1,WNBPFOXFPIFLPO-YYFQZIEXSA-N,18,c1ccc([C@@H]2CC[C@@]34CNC[C@@H]3C[C@@H]2N4)cc1,"8-phenyl-3,11-diazatricyclo[5.3.1.01,5]undecane"
2094,LDS-034252,Leed3D,,"(1R,5S,7S,8S,10R)-8-phenyl-3,11-diazatricyclo[5.3.1.01,5]undecan-10-ol",O[C@@H]1C[C@H]([C@@H]2C[C@H]3CNC[C@@]31N2)c1ccccc1,O[C@@H]1C[C@H]([C@@H]2C[C@H]3CNC[C@@]31N2)c1ccccc1,WNBPFOXFPIFLPO-BTFPBAQTSA-N,18,c1ccc([C@@H]2CC[C@@]34CNC[C@@H]3C[C@@H]2N4)cc1,"8-phenyl-3,11-diazatricyclo[5.3.1.01,5]undecane"
2095,LDS-034253,Leed3D,,"2-[(1R,5R,7S,10S)-10-hydroxy-3,11-diazatricyclo[5.3.1.01,5]undec-8-en-11-yl]-N,N-dimethylacetamide",CN(C)C(=O)CN1[C@H]2C[C@H]3CNC[C@@]13[C@@H](O)C=C2,CN(C)C(=O)CN1[C@H]2C[C@H]3CNC[C@@]13[C@H](O)C=C2.CN(C)C(=O)CN1[C@H]2C[C@H]3CNC[C@@]13[C@@H](O)C=C2,SWMLJZNVURDVIM-SRRSOLGSSA-N,18,C1=C[C@@H]2C[C@H]3CNC[C@@]3(C1)N2,
2096,LDS-034254,Leed3D,,"(1S,5R,7S,10R)-11-(2-hydroxyethyl)-3-methylsulfonyl-3,11-diazatricyclo[5.3.1.01,5]undec-8-en-10-ol",CS(=O)(=O)N1C[C@@H]2C[C@H]3C=C[C@@H](O)[C@]2(C1)N3CCO,CS(=O)(=O)N1C[C@@H]2C[C@H]3C=C[C@@H](O)[C@]2(C1)N3CCO.CS(=O)(=O)N1C[C@@H]2C[C@H]3C=C[C@H](O)[C@]2(C1)N3CCO,TWLFIUCAJQJRMR-IRCOFANPSA-N,19,C1=C[C@@H]2C[C@H]3CNC[C@@]3(C1)N2,
2097,LDS-034289,Leed3D,,"(1S,13S,15S)-19-oxa-4,11,17-triazapentacyclo[11.5.1.01,15.03,12.05,10]nonadeca-3,5,7,9,11-pentaene",C1c2[n]c3ccccc3[n]c2[C@@H]2C[C@H]3CNC[C@@]31O2,C1c2[n]c3ccccc3[n]c2[C@@H]2C[C@H]3CNC[C@@]31O2,TXESZAOWIXJCCY-DYQSUWPFSA-N,19,c1ccc2nc3c(nc2c1)C[C@@]12CNC[C@@H]1C[C@@H]3O2,
